image_paths,text
SK-A-910.jpg,"Portrait of Hortensia del Prado, wife of Jean Fourmenois and Pieter Courten. Bust in oval, with a large lace collar. On the back the family arms and the number 29."
SK-A-4522.jpg,"Portrait of Adriaen Paets (1697-1765), chosen in 1734. Bust in oval to the right. Part of a series of portraits of the directors of the Rotterdam Chamber of the Dutch East India Company, made for the Nieuw Oost-Indisch Huis from 1698 on the Boompjes in Rotterdam."
SK-A-3990.jpg,"Portrait of a woman with a squirrel on a silver chain. Knee pad, standing by a table with an oriental rug."
SK-A-1559.jpg,"Mountainous landscape. In the foreground steep rocks partly overgrown with trees, at the foot three men are at work. On the top left of the mountain a castle, on the right a river flows through the valley."
SK-A-3231.jpg,"Summer, represented by three putti playing with a sickle, cornstalks and harvested fruit. Part of a series of the four seasons from 1740 (SK-A-3231/3233). Possibly a dessus-de-porte."
SK-A-1467.jpg,"Episode from the naval battle in the Sound between the Dutch and Swedish fleets, November 8, 1658. On the left a group of three Dutch warships including the Eendracht, in the foreground a sinking Swedish ship from which the crew tries to save themselves."
SK-A-2206.jpg,"Drinking farmers in a barn. Some seated figures at a table, on the left a standing farmer with a jug in his hand."
SK-A-4407.jpg,"Portrait of Henry I of Lorraine (1550-88), Duke of Guise. Bust, to the right, facing. Part of the portrait miniatures collection."
SK-A-2689.jpg,"Portrait of a man. Bust, slightly to the right. Part of the portrait miniatures collection."
SK-A-705.jpg,"Portrait of Jochem Hendricksz Swartenhont (1566-1627). Lieutenant Admiral of Holland, husband of Elisabeth Bas. Hip piece, standing with the right fist leaning on a table, the left arm at the side. Around the chest a sash and a necklace with a portrait medallion."
SK-A-2048.jpg,"A woman from the island of Kythnos (Thermia). Standing, full-length, in front of a wall."
SK-C-108.jpg,"Landscape with fisherman with cross net. At a pond in the forest, a fisherman pulls his net out of the water. In the foreground a peddler with a seated woman under a large tree."
SK-A-1310.jpg,"Portrait of Martinus Alewijn (1634-84), son of Abraham Alewijn and Geertruid Hooftman, as a shepherd sitting under a tree with a dog and staff; a couple of sheep on the right. Pendant of SK-A-1311."
SK-A-1134.jpg,"The shelling of Palembang on Sumatra on June 24, 1821 by the Dutch fleet. The Dutch warships lie off the coast of Sumatra, between the ships some sloops sail."
SK-A-1303.jpg,"Portrait of a seated man, perhaps a self-portrait by Govert Dircksz. Camphuysen."
SK-A-1452.jpg,Still life with dead roosters hanging by their legs against a wall.
SK-A-3178.jpg,"View of a harbor full of barges. Smoke rises from a ship on the left, seagulls fly above the water."
SK-A-3858.jpg,"Portrait of Elisabeth Vervoorn, (second) wife of Johannes van Someren since 1648. Sitting, half-length, gloves in right hand and hands in lap. Pendant of SK-A-3857."
SK-A-1517.jpg,"Portrait of Reinier Vinkeles, draftsman and plate cutter. Bust, sitting at a table on which a sketchbook or picture book, a rolled sheet of paper and a drawing or print. In the right hand a copper drawing pen or engraving pen."
SK-C-1129.jpg,"Mary with child and saints. Church interior with Mary with the Christ child in the middle and a book seated on a raised throne. On the left, Saints Catherine, Francis and John the Baptist. On the right the saints Mary Magdalene, Anthony of Padua and John the Evangelist. On the step in front of the throne is a glass vase with a few flowers, clusters of fruit hang from the corners of the throne."
SK-A-2893.jpg,"A young woman sitting under a tree at sunset, called Autumn."
SK-A-4565.jpg,"Portrait of Adriaen Pietersz. van de Venne (1589-1662). Painter and poet. Bust in oval, to the right, near a table with an ink set and a note with the saying Ik Soek En Vind. Part of a collection of portraits of Dutch poets."
SK-C-365.jpg,"Shooters piece with the meal of eighteen Amsterdam archers by Rot L, 1566, known as The poseters. The shooters of the Kloveniersdoelen eat fish with bread."
SK-A-385.jpg,"Interior in which a family celebrates the feast of Saint Nicholas. In the middle a girl with a John the Baptist doll and a bucket of candy in her arms. On the left a crying boy who got a rod in his shoe. Next to the mother with outstretched arms is a laughing boy with a flask. On the floor is a basket with cakes and rolls, by the chimney some young people are singing a Sinterklaas song. In the background an elderly man and woman."
SK-A-1230.jpg,"Portrait of Bartolomeo Andrio Walsdorffer (?-1622). Captain of a company of Swiss for the distribution of Friesland. Killed in action at Bergen op Zoom. Knee piece, standing, right hand resting on a stick, left hand on the side."
SK-A-1280.jpg,"Portrait of Cornelis de Bruyn, draftsman and traveller. Bust, en face, with the left arm in front of the abdomen."
SK-A-1977.jpg,"Cheerful company outside on the terrace in front of an inn. On the left men at a table, one holds up a glass. In the middle, an old man plays a lyre and a boy plays a flute. On the right a woman with a child on her lap and a barking dog."
SK-C-1367.jpg,"Portrait of Francesco Giamberti da Sangallo (1404-1482). Architect and musician, father of Giuliano de Sangallo. Bust, profile to the left, in the background a landscape. At the bottom of the performance on a plinth is a sheet with music. Part, with SK-C-1368, of a diptych."
SK-C-180.jpg,"Portrait of Jacob Cats. Grand Pensionary of Holland and West Friesland and poet. Bust, to the right."
SK-A-2421.jpg,"Portrait of Wilhelmina Hillegonda Schuyt (1728-1802), wife of Joachim Rendorp. Bust to the right, in a stone window. Pendant of SK-A-2420."
SK-A-4808.jpg,"Portrait of a man. Bust, to the right. Part of the portrait miniatures collection."
SK-A-3419.jpg,"The adoration of the child. Mary kneels in adoration before the Christ child. The child stretches out his arms to his mother. An angel holds up the head of the child, another angel puts his hands on the shoulders of the young John the Baptist. On the right under the lean-to of the stable, Joseph kneels."
SK-A-1073.jpg,"At the entrance of a farm a woman with a pitcher stands at a well, on the right a boy with a dog. On the ground by the well is a large earthenware pot and there are cauliflowers, turnips and cucumbers. A cat is sleeping on a shed."
SK-A-4863.jpg,"Portrait of Hendrik van der Zande (1674-after 1741). Law scholar and dramatist in Amsterdam. Bust in oval, to the right. unfinished. Part of a collection of portraits of Dutch poets."
SK-A-1029.jpg,The cemetery at Baden-Baden. Mountain landscape with a small funeral procession on the way to the cemetery on the left between the trees. A waterfall in the foreground.
SK-A-904.jpg,"Portrait of Guilliam Courten (born 1540). Husband of Margarita Cassier. Bust to the right. On the back the family coat of arms, an inscription and the number 20."
SK-A-4977.jpg,"An imaginary harbor at the crack of dawn. On the right a Roman triumphal arch (based on the Arco degli Argentieri in Rome) with four travelers below. Behind the triumphal arch a sailing ship with two yellow flags on the masts. On the left a round tower (based on the tower of the castle at Tivoli) with four ships around it. In the background an ancient city with a pyramid and buildings decorated with statues. In the foreground on the left a boat, two talking men, a man carrying a barrel on his back and a sleeping man with a walking stick next to him. On the horizon in the background an island and in the middle plan a rowing boat with three men."
SK-A-3910.jpg,"Emperor Napoleon I and his staff on horseback, in a landscape where a battle rages in the distance."
SK-A-2224.jpg,"The Adoration of the Shepherds. The shepherds have gathered around the lighted manger. Mary lifts the sheet on which the Christ Child lies. Above the stable, angels look down from heaven. Pendant of SK-A-2223."
SK-C-305.jpg,"Still life with fruits and flowers on a table. In the middle bunches of white and blue grapes, in the front a bowl with strawberries and some peaches, apricots and vines. Behind the fruit a bouquet with poppies and lots of greenery. On the right a tall glass with lid."
SK-A-4798.jpg,"Portrait of a 73-year-old man. Bust, to the left, facing the viewer. Part of the portrait miniatures collection."
SK-A-2928.jpg,Two eagles on rocks tear up a duck.
SK-A-1429.jpg,"In a town square, a quack sitting on a horse in front of billboard advertising screens touts his truth. A crowd of curious people has gathered in front of his stable. On the left a knife sharpener, among the spectators a pickpocket. To the right is a rat poison seller. In the background on the right, a man and woman in the street at a school are reading something to a group of listeners. To the left of this is a painting shop."
SK-A-3800.jpg,"Portrait of Dominique Jacques de Eerens (1781-1840). Governor General (1835-40). Knee pad, standing, and face. The stitch in the right hand, gloves in the left hand. On the left a view of a landscape with palms. Part of a series of portraits of the governors-general of the former Dutch East Indies."
SK-A-1797.jpg,"Portrait of William IV (1711-51), Prince of Orange-Nassau. Half-length, head slightly to the right. Sitting in armor with blue sash, commado staff in left hand."
SK-A-2218.jpg,"Landscape with the Emmaus Travelers. Hilly landscape with a few dilapidated buildings on the left, a small waterfall in the foreground. An old tree on the right."
SK-A-534.jpg,"Portrait of John the Younger (1583-1638), Count of Nassau-Siegen. Bust to the right, in armour. Part of the series of portraits from the Stadhouderlijk Hof in Leeuwarden."
SK-C-218.jpg,"River view in a mountainous region. There are a few boats on the bank of the river, on the left travelers go on mules on a path. On the other side of the river a high steep rock rises."
SK-A-3512.jpg,Samson tears the lion to pieces. Panel from a series of twelve depictions of strong men from mythology and biblical history. Four panels in the Rijksmuseum: SK-A-3511/3514.
SK-A-4926.jpg,The thunderstorm. Heathland landscape with a deer that flees from the breaking storm.
SK-A-4395.jpg,"Portrait of a man. Bust, to the left, facing. Part of the portrait miniatures collection."
SK-A-3380.jpg,Madonna with sleeping child. Mary seated with the Christ Child lying asleep on her lap. She reads in an open book that lies on a basket with bindings.
BK-C-2007-1-A.jpg,Chimney piece depicting The Baptism of the Eunuch (Acts 8:36-40). Part of the Beuning room.
SK-A-126.jpg,"View in a Flemish village. In the foreground is a group of spectators around a man with a dancing dog, on the right a woman sells fish. Farmers dancing on the left in front of an inn along which a covered wagon rides. More to the rear, the road runs along a body of water with boats between the houses of the village. A church in the distance."
SK-A-143.jpg,"Portrait of Samuel van Lansbergen, Remonstrant minister in Rotterdam. Bust, to the right. Pendant of SK-A-144."
SK-A-132.jpg,"Landscape with overtoom. On the right a canal next to a meadow, on the left the overtoom with a village in the background. In the foreground a path with deep cart tracks."
SK-A-2739.jpg,"Portrait of the painter Johannes Gijsbert Vogel. Standing in front of a painting on the easel, brush in the right hand, palette with brushes in the left hand."
SK-A-427.jpg,"After the fall of Vetera, Claudius Civilis has his hair cut, while his son kills some prisoners with a bow and arrow. Seventh representation in a series of twelve scenes of the revolt of the Batavians against the Romans (SK-A-421/432), purchased by the States General in 1613."
SK-A-602.jpg,"Naval battle between Dutch and Spanish ships and galleys on the Haarlemmermeer on 26 May 1573 in a failed attempt to relieve Haarlem. In the background the profile of the city of Haarlem, where an explosion takes place. The work comes from the town hall of Haarlem."
SK-A-4064.jpg,"Family group in an interior. Family portrait with the parents seated at a table and the son standing with his hand on his mothers shoulder. On the table a book and some letters. On the right a bookcase, against the back wall a painting by Minerva."
SK-A-4337.jpg,"Portrait of a fifteen-year-old boy. Bust, slightly to the right. Painted together with SK-A-4338 on the inside of a silver screw descender from 1607. Part of the collection of portrait miniatures."
SK-A-140.jpg,"Portrait of Aert van Nes, Lieutenant Admiral. Knee piece, standing with command stick in right hand and left arm raised. Standing in front of a wall with an inkstand and sea charts on the right. On the left a globe and a messenger bringing a letter. In the background a seascape with a sea battle. Pendant of SK-A-141."
SK-A-4204.jpg,"Portrait of Johan van Oldenbarnevelt. Just the head, slightly to the left. Was attached to the head of the man in Cornelis Saftlevens satire on the conviction of Van Oldenbarnevelt, Trucidata innocentia (SK-A-1588). Part of the portrait miniatures collection."
SK-C-1368.jpg,"Portrait of Giuliano da Sangallo (ca. 1445-1516). Architect, son of Francesco Giamberti da Sangallo. Bust to the right, in the background a landscape. At the bottom of the performance on the plinth are a compass and pen. Part, with SK-C-1367, of a diptych."
SK-A-3384.jpg,View of Venice with the entrance to the Grand Canal. On the left the Punta della Dogana and the Santa Maria della Salute. On the water many gondolas and other boats.
SK-A-574.jpg,"Portrait of Louise Christina, Countess of Solms-Braunfels, second wife of Johan Wolfert van Brederode. Bust, in an oval, to the left."
SK-A-609.jpg,"Portrait of an admiral, presumably Adriaen Banckert (ca. 1615-84), vice admiral of Zeeland. Knee piece, standing in armor with a pistol in the right hand, the left hand at the side. In the background a seascape with a ship. A ribbon with a portrait medallion around the chest."
SK-A-912.jpg,"Portrait of Jean Fourmenois. Standing half-length with left hand leaning on a table, right hand on the side. On the back an inscription with the name and the number 34. Pendant of SK-A-2072."
SK-A-693.jpg,"Portrait of Dirck Hendrick Meulenaer. Standing, half-length, on the head a high black hat."
SK-A-1497.jpg,Landscape in which drovers are ambushed and robbed by a group of robbers on the way.
SK-A-4558.jpg,"Portrait of Johan van der Does the Younger [Janus Dousa Jr.] (1571-96). Librarian in Leiden. Bust in oval, to the left. Part of a collection of portraits of Dutch poets."
SK-A-2590.jpg,Saint Bonaventure. Half figure with book in left hand and raised right hand.
SK-A-533.jpg,"Portrait of Hendrik Casimir I (1612-40), Count of Nassau-Dietz. Bust to the right, in armour. Part of the series of portraits from the Stadhouderlijk Hof in Leeuwarden."
SK-A-1754.jpg,"Party party. Interior with a party celebrating, drinking and making music around a set table. On the left is a woman with a dog on her lap, next to it an old man with a song or poem in his hand. In the middle is a couple, of which the young man is holding an empty glass upside down, in the front right a man playing a lute. On the right are a man and a woman. In the foreground an overturned chair, on the table an open pie, a bowl with berries, a jug, plates and glasses. Two paintings hang on the wall."
SK-A-4821.jpg,"Still life with cheeses. On a table with white linen damask and pink silk cloths in the center is a pewter bowl with three cheeses, in front of it a Chinese plate with nuts or olives and a pewter plate with a cut apple half. On the right is a jug of Siegburg stoneware, on the left a Chinese bowl with apples and a pewter plate with white and blue grapes. Furthermore, a rummer, a few glasses, a sandwich, a knife, a cabbage and a pear."
SK-A-1654.jpg,"Portrait of Johan van Bochoven, tax lawyer, counselor at the Court of Flanders. Knee piece, leaning with the right arm on a pedestal, the left hand on the side. In the right background a view to the garden with a statue in a niche. Pendant of SK-A-1655."
SK-A-526.jpg,"Portrait of Lodewijk Günther (1575-1604), Count of Nassau. Bust to the right, in armour. Part of the series of portraits from the Stadhouderlijk Hof in Leeuwarden."
SK-A-3966.jpg,"Young Mercury steals cattle from Apollos herd. Landscape with on the right the shepherd playing a flute with some cows, on the left Mercury grabs a few head of cattle."
SK-A-3905.jpg,"Portrait of Arnoldus van Rijneveld (1715-98), jeweler, brother of Isaac van Rijneveld. Standing, half-length, with a music book in hand. Pendant of SK-A-3904."
NG-2008-5-2.jpg,Oval portrait miniature of Mr MS Schuster with on the back the initials of the sitter surrounded by a lock of hair and pearls. In leather case.
SK-A-3980.jpg,"An evangelist, standing full-length. In the right hand a pen, in the left an open book. Probably originally part of an altarpiece or similar ensemble. Pendant of SK-A-3979."
SK-C-1223.jpg,"The halt of the advancing troops at the Hofstede Welna aan de Amstel during the attack of Prince Willem II on Amsterdam, 31 July 1650. A long procession of horsemen is preceded by heralds and drummers. The population has flocked to the left and right to watch the spectacle. To the left a river with boats. On the right a building with the name starting with the letters WEL on the facade. Pendant of SK-C-1224."
SK-A-3778.jpg,"Portrait of Adriaan Valckenier (1695-1751). Governor General (1737-41). Standing, half-length, to the left, facing the face. Command staff in the right hand, with the left arm resting on a book with a paper on which the monogram of the VOC. Top right the family coat of arms, bottom left the coats of arms of the Dutch East Indies, the Republic and Batavia. In the background a ship at sea. Part of a series of portraits of the governors-general of the former Dutch East Indies."
SK-C-1105.jpg,"Monarosa, daughter of the painter, as a fruit seller. The girl stands behind a table on which grapes, a melon and other fruits are displayed. In the arms an earthenware jug."
SK-A-3560.jpg,Unfinished study of a group of houses.
SK-A-4848.jpg,"The failed attack on Antwerp by Prince Maurits, 17 May 1605. Battle on the Blokkersdijk between the Spanish troops and the water beggars who are trying to come ashore. On the left the fleet of the beggars on the Scheldt, in the distance the profile of the city of Antwerp."
SK-A-4534.jpg,"Portrait of Karel Reyniersz (1604-53). Governor General (1650-53). Half-length to the left, facing the face, the right hand in front of the chest. Part of a series of copies after portraits of the governors-general of the former Dutch East Indies, probably from the Dutch East India Company. Copy to SK-A-3764."
SK-A-990.jpg,"View of the castle at Egmond aan den Hoef. Overview with in the middle the castle surrounded by the moat, in the surrounding landscape walkers, travelers, an angler, etc. Pendant of SK-A-991."
SK-A-4081.jpg,"Dervish or Muslim saints held a special place in religiously tolerant Istanbul. Like Christian monks, some dervishes roamed the countryside or the city, while others lived in communities or orders. The most famous order is that of the Mevlevi dervishes, the followers of the philosopher and mystical poet Jalal ad-Din Rumi (1207-1273), also called Mevlana, our master. Mevlevi dervishes try to get in touch with Allah through prayer, music and whirling dance. Their right hand is raised in the dance to receive the heavenly blessing, which they pass on to the earth with the left hand. The followers of Mevlana lived in tekkes, also called Mevlevihanesi. Vanmour painted the Mevlevihane that stood near the Palais de Hollande in Pera. It was the oldest in the city and consisted of a prayer hall or dance hall (semahane), rooms for the dervishes, a room and a special prayer room for their leader the sheikh, a womens section, a library, a dining room and kitchen, a public fountain , a bell room from which the hour of prayer was announced and a cemetery. The ceremony began when the dervishes leader left his seat and stood at the edge of the dance floor to address his followers. Vanmour depicted him on the right of the painting in the contemplative pose he would assume throughout the ceremony. After this, the dervishes saluted their leader one by one, as the two men in the foreground do, and then they began their prayer. By spinning in circles in the same place to the rhythm of the music, they fell into a trance. The dervishes wear the distinctive cylindrical hat, the goatee, and long woolen clothes that whirled around them in a beautiful circle as they turned. On the balcony we see above left, a flute is played. Vanmour has depicted two spectators very prominently. They stand behind the balustrade near the chair of the religious leader and their features closely resemble those of Patrona Halil and his accomplice Muslu Bese. Why Vanmour depicted these protagonists of the Rebellion of 1730 so prominently is unclear. It does help us to date the painting, which must have been created between October 1730 (just after the uprising) and November 1730 (the murder of Patrona Halil and his associates)."
SK-A-179.jpg,"Portrait of Amalia van Solms, the wife of Prince Frederik Hendrik. Knee piece, standing by a balustrade, a column on the right. In the right hand a cherry twig. Pendant of SK-A-178."
SK-A-4160.jpg,"Portrait of Jeanette Antoinette Pietermaat (1818-70). Wife of Pieter Mijer. Bust in oval, to the right. Pendant of SK-A-4159."
SK-A-3079.jpg,Church interior with two women at the choir screen.
SK-A-710.jpg,"Portrait of Dionijs Wijnands (1628-73), merchant in Amsterdam. Half-length, sitting in front of a curtain."
SK-A-298.jpg,"Interior of a painting studio. At a window a painter sits on an easel in front of a painting. He paints with his right hand leaning on a painters stick. In the studio, a journeyman puts the paints on a palette and an apprentice rubs paint on a stone."
SK-A-9.jpg,"The IJ in front of Amsterdam, seen from the Mosselsteiger. A few travelers are waiting on the quay. Several large boats and small ships lie in the harbor."
SK-A-498.jpg,"Portrait of Jacoba van Beieren (1401-36), Countess of Holland and Zeeland. Half way, to the right. Around the neck a necklace with the cross of the Order of St. Anthony. Top left the family coat of arms. Sixteenth century copy after the original from ca. 1435. Pendant of SK-A-499."
SK-A-4384.jpg,"Portrait of Frederick II the Great (1712-86), King of Prussia. Half-length, in profile to the right, in uniform. Part of the portrait miniatures collection."
SK-A-869.jpg,"Portrait of the widow Amalia van Solms, allegory of the memory of Frederik Hendrik, Prince of Orange. In the foreground is the princess in mourning clothes with an open book on her lap. Next to her is an allegorical female figure with a helmet on the head and a palm branch in hand. In front of her kneels the personification of Hope, with an anchor in the right hand and a blossoming Orange branch in the left. Above is an angel pointing upwards. In the background the tomb with a statue of the seated Frederik Hendrik in armour. Above his head a putto with a laurel wreath. In front of the monument statues of Justice and Strength. In the background a rising phoenix."
SK-A-4192.jpg,"Colonnade overlooking a park. In the garden are three deer, in the background a boat with passengers moors. With integrated list."
SK-A-1635.jpg,"The inspectors of the Collegium Medicum in Amsterdam in 1724. Portrayed from left to right: Hendrik van Bronkhorst, Jeronimo de Bosch, Daniël van Buren, Martinus Haesbaert, Casparus Commelin and Joost ter Pelkwijk."
BK-NM-1010-359.jpg,"Chimney, fixed in the nursery of a dolls house, depicting Jupiter, reclining on the ground, with thunder and a thunderbolt in his left arm. An eagle is visible in the background on the right. The painting is framed by a smooth gilded profile frame."
SK-A-1796.jpg,"The outside party. A cheerful company in the garden of a country house. Left and right two elegant standing pairs. On the left a group of musicians, in the middle a large set table where people eat and drink. In the right foreground a large cooler with bottles of wine. In front of the table are a chained monkey and several dogs. Left on a pedestal a parrot and a peacock."
SK-A-425.jpg,"The Batavians close in on the Romans at Vetera. In the foreground, a wounded soldier is being cared for and another warrior is saying goodbye to his family. Fifth scene in a series of twelve scenes of the revolt of the Batavians against the Romans (SK-A-421/432), purchased by the States General in 1613."
SK-A-3426.jpg,Standing woman with bare upper body and a writing table in her hands. Perhaps the personification of Arithmetica. Part of a series of four allegorical female figures (SK-A-3424/3427).
SK-A-1168.jpg,"A barn on the bank of a river in Gelderland. Sheets are bleaching on the grass. In the foreground a man walks with a broom over his shoulder, in the background cattle graze between trees."
SK-A-4870.jpg,"View of The Hague, from the Delft canal in the seventeenth century. On the left a road runs along the water where there is a mill and a few walkers walking, on a bridge is a man with a fishing rod. Right on the water a tow barge. Made to grace the celebrations held on May 27, 1852, on the occasion of the unveiling of the statue of Rembrandt."
SK-A-640.jpg,The angler. A young man is fishing with a fishing rod near the waters edge. A young woman and a man with a pipe watch by a gate. In the right background a cow is being milked. A dog is sleeping on the left.
SK-A-3331.jpg,"Portrait of William III, Prince of Orange and King of England since 1689. Knee piece, standing in armour, with command staff in the right hand, the left hand in the side. On a table to the right is his plumed helmet."
SK-A-2527.jpg,"Portrait of Sir John Burroughs (1587-1627), (a.k.a. Sir John Burgh), Field Commander. Standing, full-length, with a lance in the right hand, the left hand in the side, a epee above the left hip. The helmet is on the right side of a table."
SK-A-5036.jpg,"In a landscape with a fountain in the background and in the middle plan a pedestal with a statue of a river god, three children argue over a birds nest. The girl who shows the birds nest to her boyfriend on the pendant is lying on the floor and her former playmate is pulling her hair and is about to hit the girl. The boy watching the pendant runs off with the birds nest. While he looks back, one of the birds falls out of the nest."
SK-A-122.jpg,"View of the Valkhof, located near the Waal in Nijmegen. In the foreground, a ferry crosses the river."
SK-A-4681.jpg,Sleeping lion in a landscape at night.
SK-C-1531.jpg,"River landscape with a few houses along the waterfront, left before a stone bridge a woman with a child on her back talks to a woman who does the laundry. A few boats on the water."
SK-A-4302.jpg,"Portrait of James I (1556-1625), later King of England, as a child. Bust, facing. After the portrait of Arnold van Bronckorst from 1574 in Edinburgh. Part of the portrait miniatures collection."
SK-C-560.jpg,"A seated woman eats a herring with bread, a cat jumping up against her gets the bone from the fish. Performance known as The Cats Breakfast. On the left a water pump, in the foreground a barrel on which a dead chicken lies, on the right a vase with flowers on a table."
SK-A-4186.jpg,The Adoration of the Shepherds. Shepherds and angels gathered around the holy family with the child in the manger. Copy after an engraving by Jan Baptist Collaert I after Maerten de Vos.
SK-A-331.jpg,"Mary Magdalene, sitting between rocks, with bare bosom and with left hand on a skull. Above two putti. Copy after the original in a private collection in Rome."
SK-C-1460.jpg,"Portrait of William I (1772-1843), King of the Netherlands. Standing, full-length, in generals dress uniform. Over the right shoulder the ribbon of the Grand Cross of the Military Order of William. Over the uniform a red ermine-lined royal cloak. On the right the throne, on the left a table with a map of a part of Java - Bantam, Jacatra and Cheribon - (Indonesia), a pillow with crown and scepter and a hat with ostrich feathers."
SK-A-1604.jpg,"Church interior, in the middle a pulpit, on the right a small organ."
SK-A-763.jpg,"Marble bust surrounded by four festoons of fruits (grapes, peaches, plums, cherries, pears, oranges and apples). Butterflies fly among the fruits. Four parts (SK-A-763/766) merged into one."
SK-A-4155.jpg,"Portrait of Willem Bentinck, diplomat in the service of William IV, regent Anna and Willem V. Standing, half-length, to the left."
SK-C-611.jpg,"Still life. On a table with a white cloth is a pewter bowl with a crab, a Chinese plate, a half-peeled lemon, a rummer with white wine, a pass glass, a silver cup, a plate with nuts and a plate with a sandwich. Front left a rolled paper with pepper."
SK-A-661.jpg,"Portrait of Jacoba Vetter, wife of Pieter Meijer Warnars, bookseller in Amsterdam. Seated, half-length."
SK-A-3959.jpg,The Herepad in the Haagse Bos. Park landscape with walkers on paths between rows of trees. To the right a sign with ordinances.
SK-A-2931.jpg,"Portrait of a seated young woman named Isabella, with a lace hat on her head and a fan in her right hand."
SK-A-192.jpg,"Italian landscape with a milkmaid. Next to her, a farmer carries a tub filled with milk. On the right a sleeping dog, behind it a horse."
SK-C-1768.jpg,"Portrait of 23-year-old Oopjen Coppit standing full-length on a tiled floor in an otherwise undefined space. She is dressed in a precious black dress, lace collar and cuffs, and a black veil. She wears precious jewelry. In her right hand she holds a fan of black ostrich feathers."
SK-A-1549.jpg,"Still life on the corner of a table: pewter pitcher and plates with a peeled lemon, knife and olives, a birch mayer with wine and a silver goblet."
SK-A-362.jpg,"River view with mooring place. A large group of people has gathered at a mooring. Right on the water all kinds of boats, in the distance a city located on the river."
SK-A-3338.jpg,"Music making company in an interior. A man plays the cello, a woman the lute and another woman sings with a sheet of music in her hands. To the right are a man and a woman standing by a fireplace above which hangs a painting with a seascape. In the left foreground a seated man seen from the back."
SK-A-1399.jpg,View of Salee in Morocco. A squadron of Dutch warships lies off the Moroccan coast.
SK-A-440.jpg,"Ships off the coast. Still water with some small merchant ships and, more aft, two warships."
SK-A-1871.jpg,"Christ in Gethsemane. Christ is stretched out on the ground, to the left a light shine."
SK-A-2472.jpg,Houses on the Prins Hendrikkade in Amsterdam on a foggy day.
SK-C-1568.jpg,Half-length portrait of a woman. Pendant of SK-C-1567.
SK-A-1907.jpg,"Portrait of a little boy. Standing with a basket of fruit in the left hand and a cake in the right hand, while a dog jumps up on him. On the head a hat with feathers."
SK-A-4752.jpg,"Portrait of Pieter Hendrik van Gelder, the donor of the medals cabinet of the Rijksmuseum, Bust, turned slightly to the left. The work was once inventoried as a photograph (SK-A-2533), perhaps it was an overpainted photograph or painted from a photograph."
